entity_email_id|obj_id|ver_nbr|entity_id|ent_typ_cd|email_typ_cd|email_addr|dflt_ind|actv_ind|last_updt_dt|
1200|5B97C50B04066110E0404F8189D85213|1.0|1100|PERSON|WRK|test@email.edu|Y|Y|20081113140655|
1201|5B97C50B04076110E0404F8189D85213|1.0|1101|PERSON|WRK|test@email.edu|Y|Y|20081113140656|
1202|5B97C50B04086110E0404F8189D85213|1.0|1102|PERSON|WRK|test@email.edu|Y|Y|20081113140656|
1203|5B97C50B04096110E0404F8189D85213|1.0|1103|PERSON|WRK|test@email.edu|Y|Y|20081113140656|
1204|5B97C50B040A6110E0404F8189D85213|1.0|1104|PERSON|WRK|test@email.edu|Y|Y|20081113140656|
1205|5B97C50B040B6110E0404F8189D85213|1.0|1105|PERSON|WRK|test@email.edu|Y|Y|20081113140656|
1206|5B97C50B040C6110E0404F8189D85213|1.0|1106|PERSON|WRK|test@email.edu|Y|Y|20081113140656|
1207|5B97C50B040D6110E0404F8189D85213|1.0|1107|PERSON|WRK|test@email.edu|Y|Y|20081113140657|
1208|5B97C50B040E6110E0404F8189D85213|1.0|1108|PERSON|WRK|test@email.edu|Y|Y|20081113140657|
1209|5B97C50B040F6110E0404F8189D85213|1.0|1109|PERSON|WRK|test@email.edu|Y|Y|20081113140657|
1210|5B97C50B04106110E0404F8189D85213|1.0|1110|PERSON|WRK|test@email.edu|Y|Y|20081113140657|
1211|5B97C50B04116110E0404F8189D85213|1.0|1111|PERSON|WRK|test@email.edu|Y|Y|20081113140657|
1212|5B97C50B04126110E0404F8189D85213|1.0|1112|PERSON|WRK|test@email.edu|Y|Y|20081113140657|
1213|5B97C50B04136110E0404F8189D85213|1.0|1113|PERSON|WRK|test@email.edu|Y|Y|20081113140658|
1214|5B97C50B04146110E0404F8189D85213|1.0|1114|PERSON|WRK|test@email.edu|Y|Y|20081113140658|
1215|5B97C50B04156110E0404F8189D85213|1.0|1115|PERSON|WRK|test@email.edu|Y|Y|20081113140658|
1216|5B97C50B04166110E0404F8189D85213|1.0|1116|PERSON|WRK|test@email.edu|Y|Y|20081113140658|
1217|5B97C50B04176110E0404F8189D85213|1.0|1117|PERSON|WRK|test@email.edu|Y|Y|20081113140658|
1218|5B97C50B04186110E0404F8189D85213|1.0|1118|PERSON|WRK|test@email.edu|Y|Y|20081113140658|
1219|5B97C50B04196110E0404F8189D85213|1.0|1119|PERSON|WRK|test@email.edu|Y|Y|20081113140659|
1220|5B97C50B041A6110E0404F8189D85213|1.0|1120|PERSON|WRK|test@email.edu|Y|Y|20081113140659|
1221|5B97C50B041B6110E0404F8189D85213|1.0|1121|PERSON|WRK|test@email.edu|Y|Y|20081113140659|
1222|5B97C50B041C6110E0404F8189D85213|1.0|1122|PERSON|WRK|test@email.edu|Y|Y|20081113140659|
1223|5B97C50B041D6110E0404F8189D85213|1.0|1123|PERSON|WRK|test@email.edu|Y|Y|20081113140659|
1224|5B97C50B041E6110E0404F8189D85213|1.0|1124|PERSON|WRK|test@email.edu|Y|Y|20081113140659|
1225|5B97C50B041F6110E0404F8189D85213|1.0|1125|PERSON|WRK|test@email.edu|Y|Y|20081113140659|
1226|5B97C50B04206110E0404F8189D85213|1.0|1126|PERSON|WRK|test@email.edu|Y|Y|20081113140700|
1227|5B97C50B04216110E0404F8189D85213|1.0|1127|PERSON|WRK|test@email.edu|Y|Y|20081113140700|
1228|5B97C50B04226110E0404F8189D85213|1.0|1128|PERSON|WRK|test@email.edu|Y|Y|20081113140700|
1229|5B97C50B04236110E0404F8189D85213|1.0|1129|PERSON|WRK|test@email.edu|Y|Y|20081113140700|
1230|5B97C50B04246110E0404F8189D85213|1.0|1130|PERSON|WRK|test@email.edu|Y|Y|20081113140700|
1231|5B97C50B04256110E0404F8189D85213|1.0|1131|PERSON|WRK|test@email.edu|Y|Y|20081113140700|
1232|5B97C50B04266110E0404F8189D85213|1.0|1132|PERSON|WRK|test@email.edu|Y|Y|20081113140701|
1233|5B97C50B04276110E0404F8189D85213|1.0|1133|PERSON|WRK|test@email.edu|Y|Y|20081113140701|
1234|5B97C50B04286110E0404F8189D85213|1.0|1134|PERSON|WRK|test@email.edu|Y|Y|20081113140701|
1235|5B97C50B04296110E0404F8189D85213|1.0|1135|PERSON|WRK|test@email.edu|Y|Y|20081113140701|
1237|5B97C50B042B6110E0404F8189D85213|1.0|1137|PERSON|WRK|test@email.edu|Y|Y|20081113140701|
